id,video_id,clip_id,mode,pkl_split,label,regression_label,score_abs_diff,annotation,pkl_polarity,classification_label
PMH4mdJeojE$_$3,PMH4mdJeojE,3,train,train,0.0,0.0,0.0,Neutral,neutral,1
PN3ApHIGopo$_$6,PN3ApHIGopo,6,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
PQYmOknHA4c$_$4,PQYmOknHA4c,4,train,train,1.0,1.0,0.0,Positive,positive,2
PQYmOknHA4c$_$5,PQYmOknHA4c,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
PUIsiLk8etk$_$11,PUIsiLk8etk,11,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
PYylJk8R9Ak$_$1,PYylJk8R9Ak,1,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
PYylJk8R9Ak$_$4,PYylJk8R9Ak,4,train,train,1.0,1.0,0.0,Positive,positive,2
PboaYD5hlG8$_$10,PboaYD5hlG8,10,valid,valid,1.0,1.0,0.0,Positive,positive,2
PboaYD5hlG8$_$2,PboaYD5hlG8,2,valid,valid,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
PboaYD5hlG8$_$3,PboaYD5hlG8,3,valid,valid,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
PboaYD5hlG8$_$7,PboaYD5hlG8,7,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
PboaYD5hlG8$_$8,PboaYD5hlG8,8,valid,valid,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
PboaYD5hlG8$_$9,PboaYD5hlG8,9,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
PbyI-sUzLZY$_$4,PbyI-sUzLZY,4,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
PbyI-sUzLZY$_$5,PbyI-sUzLZY,5,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
PcqKFt1p3UQ$_$10,PcqKFt1p3UQ,10,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
PmemTgQHagk$_$1,PmemTgQHagk,1,train,train,2.0,2.0,0.0,Positive,positive,2
PmemTgQHagk$_$7,PmemTgQHagk,7,train,train,2.0,2.0,0.0,Positive,positive,2
PoKZEKOf1dA$_$1,PoKZEKOf1dA,1,train,train,1.0,1.0,0.0,Positive,positive,2
PoKZEKOf1dA$_$4,PoKZEKOf1dA,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
PohW-isYMK0$_$1,PohW-isYMK0,1,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
PohW-isYMK0$_$16,PohW-isYMK0,16,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
PohW-isYMK0$_$7,PohW-isYMK0,7,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
Pt-D0LUHDSc$_$2,Pt-D0LUHDSc,2,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
PwapK9d8IGk$_$4,PwapK9d8IGk,4,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
PyQrAYl1bFs$_$0,PyQrAYl1bFs,0,valid,valid,1.0,1.0,0.0,Positive,positive,2
PyQrAYl1bFs$_$3,PyQrAYl1bFs,3,valid,valid,2.0,2.0,0.0,Positive,positive,2
PyQrAYl1bFs$_$4,PyQrAYl1bFs,4,valid,valid,0.1666666716337204,0.1666666716337204,0.0,Positive,positive,2
PzI6yY9Y2xQ$_$0,PzI6yY9Y2xQ,0,test,test,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
PzI6yY9Y2xQ$_$2,PzI6yY9Y2xQ,2,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
Q4WzApjaCNI$_$0,Q4WzApjaCNI,0,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
Q5fZk_jPjBI$_$0,Q5fZk_jPjBI,0,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
Q5fZk_jPjBI$_$9,Q5fZk_jPjBI,9,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
Q7S0tX4FUNA$_$4,Q7S0tX4FUNA,4,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
Q7S0tX4FUNA$_$7,Q7S0tX4FUNA,7,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
Q7S0tX4FUNA$_$8,Q7S0tX4FUNA,8,valid,valid,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
Q7nhtfkIPN4$_$3,Q7nhtfkIPN4,3,train,train,0.0,0.0,0.0,Neutral,neutral,1
Q7nhtfkIPN4$_$6,Q7nhtfkIPN4,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
QBc7X5jj8oA$_$4,QBc7X5jj8oA,4,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
QCR7uyowjhM$_$10,QCR7uyowjhM,10,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QCR7uyowjhM$_$8,QCR7uyowjhM,8,test,test,0.0,0.0,0.0,Neutral,neutral,1
QDRtKv8PvFs$_$3,QDRtKv8PvFs,3,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
QE0pAVSPsKQ$_$12,QE0pAVSPsKQ,12,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QE0pAVSPsKQ$_$2,QE0pAVSPsKQ,2,train,train,2.6666667461395264,2.6666667461395264,0.0,Positive,positive,2
QE0pAVSPsKQ$_$26,QE0pAVSPsKQ,26,train,train,2.0,2.0,0.0,Positive,positive,2
QE0pAVSPsKQ$_$7,QE0pAVSPsKQ,7,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
QI-TTqj0KnA$_$6,QI-TTqj0KnA,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
QI-TTqj0KnA$_$7,QI-TTqj0KnA,7,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
QIonRUsCqBs$_$1,QIonRUsCqBs,1,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
QLEOYF7Mju0$_$11,QLEOYF7Mju0,11,train,train,1.0,1.0,0.0,Positive,positive,2
QLEOYF7Mju0$_$2,QLEOYF7Mju0,2,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QMAztkqnvws$_$6,QMAztkqnvws,6,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QNxiqu1y1N0$_$1,QNxiqu1y1N0,1,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QOxIdbNwpx0$_$6,QOxIdbNwpx0,6,train,train,1.0,1.0,0.0,Positive,positive,2
QQVRIGEUa_Q$_$5,QQVRIGEUa_Q,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QUpI5kMw_nA$_$10,QUpI5kMw_nA,10,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
QUpI5kMw_nA$_$17,QUpI5kMw_nA,17,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
QYp0lGhyL6A$_$13,QYp0lGhyL6A,13,train,train,0.0,0.0,0.0,Neutral,neutral,1
QYp0lGhyL6A$_$14,QYp0lGhyL6A,14,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
QYp0lGhyL6A$_$4,QYp0lGhyL6A,4,train,train,-2.3333332538604736,-2.3333332538604736,0.0,Negative,negative,0
Qa6Yz62V-Yc$_$0,Qa6Yz62V-Yc,0,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
Qfa1fY_07bQ$_$5,Qfa1fY_07bQ,5,test,test,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
QjcQx8_PQfw$_$10,QjcQx8_PQfw,10,valid,valid,1.0,1.0,0.0,Positive,positive,2
QjcQx8_PQfw$_$7,QjcQx8_PQfw,7,valid,valid,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
QkMTYY69JYQ$_$1,QkMTYY69JYQ,1,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
QkMTYY69JYQ$_$4,QkMTYY69JYQ,4,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
QoIsjc4-GIg$_$8,QoIsjc4-GIg,8,train,train,-1.0,-1.0,0.0,Negative,negative,0
QpchvHpGFc8$_$3,QpchvHpGFc8,3,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
QzdEjKQFisQ$_$8,QzdEjKQFisQ,8,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
R0o37yJ1PP0$_$3,R0o37yJ1PP0,3,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
R0o37yJ1PP0$_$5,R0o37yJ1PP0,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
R0o37yJ1PP0$_$6,R0o37yJ1PP0,6,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
R0uRDh-engU$_$10,R0uRDh-engU,10,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
R0uRDh-engU$_$5,R0uRDh-engU,5,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
R5a3TP-l_n4$_$1,R5a3TP-l_n4,1,train,train,1.0,1.0,0.0,Positive,positive,2
R9xTBw3MCWI$_$5,R9xTBw3MCWI,5,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
R9ypacCuEZo$_$4,R9ypacCuEZo,4,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
R9ypacCuEZo$_$7,R9ypacCuEZo,7,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
RArhIHk4Qs4$_$1,RArhIHk4Qs4,1,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
RArhIHk4Qs4$_$13,RArhIHk4Qs4,13,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RArhIHk4Qs4$_$16,RArhIHk4Qs4,16,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RArhIHk4Qs4$_$17,RArhIHk4Qs4,17,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
RArhIHk4Qs4$_$19,RArhIHk4Qs4,19,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RArhIHk4Qs4$_$2,RArhIHk4Qs4,2,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RArhIHk4Qs4$_$21,RArhIHk4Qs4,21,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
RArhIHk4Qs4$_$6,RArhIHk4Qs4,6,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RArhIHk4Qs4$_$7,RArhIHk4Qs4,7,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RArhIHk4Qs4$_$8,RArhIHk4Qs4,8,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
RE-LIPOFnrE$_$4,RE-LIPOFnrE,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
REkPZ77s3Vc$_$0,REkPZ77s3Vc,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
REkPZ77s3Vc$_$4,REkPZ77s3Vc,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
REkPZ77s3Vc$_$7,REkPZ77s3Vc,7,train,train,0.0,0.0,0.0,Neutral,neutral,1
RImmdklTOW0$_$10,RImmdklTOW0,10,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
RImmdklTOW0$_$15,RImmdklTOW0,15,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
RImmdklTOW0$_$8,RImmdklTOW0,8,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
RLHZ6xtIWSM$_$2,RLHZ6xtIWSM,2,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
RLHZ6xtIWSM$_$6,RLHZ6xtIWSM,6,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
ROC2YI3tDsk$_$13,ROC2YI3tDsk,13,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
ROC2YI3tDsk$_$3,ROC2YI3tDsk,3,test,test,1.0,1.0,0.0,Positive,positive,2
ROcTx5VEn7o$_$1,ROcTx5VEn7o,1,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
ROcTx5VEn7o$_$11,ROcTx5VEn7o,11,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
ROcTx5VEn7o$_$5,ROcTx5VEn7o,5,valid,valid,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
ROcTx5VEn7o$_$9,ROcTx5VEn7o,9,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
RRKez9BR-94$_$12,RRKez9BR-94,12,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
RS5WM3q2ZZQ$_$10,RS5WM3q2ZZQ,10,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
RS5WM3q2ZZQ$_$11,RS5WM3q2ZZQ,11,train,train,0.0,0.0,0.0,Neutral,neutral,1
RS5WM3q2ZZQ$_$2,RS5WM3q2ZZQ,2,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
RS5WM3q2ZZQ$_$6,RS5WM3q2ZZQ,6,train,train,0.0,0.0,0.0,Neutral,neutral,1
RST6PgpsLws$_$2,RST6PgpsLws,2,train,train,2.3333332538604736,2.3333332538604736,0.0,Positive,positive,2
RTzDzj4NxIM$_$7,RTzDzj4NxIM,7,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
RVC8l5hf2Eg$_$13,RVC8l5hf2Eg,13,test,test,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
RVC8l5hf2Eg$_$8,RVC8l5hf2Eg,8,test,test,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
RaTQZrdICKo$_$2,RaTQZrdICKo,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
RadU51t1kL0$_$8,RadU51t1kL0,8,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
Rb1uzHNcYcA$_$4,Rb1uzHNcYcA,4,test,test,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
Rdf0Psjyrwc$_$2,Rdf0Psjyrwc,2,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
Rdf0Psjyrwc$_$3,Rdf0Psjyrwc,3,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
RgubFcmvgDE$_$0,RgubFcmvgDE,0,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
RgubFcmvgDE$_$3,RgubFcmvgDE,3,train,train,-2.0,-2.0,0.0,Negative,negative,0
RrGpzInAwCg$_$0,RrGpzInAwCg,0,valid,valid,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
Rse6laKf1i8$_$6,Rse6laKf1i8,6,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
Rt9rN1ntS3E$_$1,Rt9rN1ntS3E,1,train,train,1.0,1.0,0.0,Positive,positive,2
Rt9rN1ntS3E$_$2,Rt9rN1ntS3E,2,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
Rugd2NMu4bA$_$11,Rugd2NMu4bA,11,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
Rugd2NMu4bA$_$5,Rugd2NMu4bA,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
RvIohowRPAk$_$11,RvIohowRPAk,11,train,train,-1.3333333730697632,-1.3333333730697632,0.0,Negative,negative,0
RvIohowRPAk$_$2,RvIohowRPAk,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
RvmTZVNAAuQ$_$2,RvmTZVNAAuQ,2,test,test,0.0,0.0,0.0,Neutral,neutral,1
Rw2pzFGosmw$_$7,Rw2pzFGosmw,7,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
RwcTz-tOIeo$_$2,RwcTz-tOIeo,2,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
Ry2NJPd4N3s$_$14,Ry2NJPd4N3s,14,train,train,1.0,1.0,0.0,Positive,positive,2
RzOFxDk26p0$_$0,RzOFxDk26p0,0,valid,valid,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
RzOFxDk26p0$_$1,RzOFxDk26p0,1,valid,valid,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
S21ApRNQ9Ko$_$14,S21ApRNQ9Ko,14,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
S21ApRNQ9Ko$_$15,S21ApRNQ9Ko,15,train,train,-1.0,-1.0,0.0,Negative,negative,0
S21ApRNQ9Ko$_$2,S21ApRNQ9Ko,2,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
S21ApRNQ9Ko$_$3,S21ApRNQ9Ko,3,train,train,0.0,0.0,0.0,Neutral,neutral,1
S2znq3iRPwE$_$10,S2znq3iRPwE,10,train,train,1.0,1.0,0.0,Positive,positive,2
S2znq3iRPwE$_$13,S2znq3iRPwE,13,train,train,2.0,2.0,0.0,Positive,positive,2
S2znq3iRPwE$_$19,S2znq3iRPwE,19,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
S6S2XL0-ZpM$_$1,S6S2XL0-ZpM,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
S9PDgK7fpJI$_$14,S9PDgK7fpJI,14,train,train,0.0,0.0,0.0,Neutral,neutral,1
SGsiGz2fdpo$_$11,SGsiGz2fdpo,11,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
SGsiGz2fdpo$_$15,SGsiGz2fdpo,15,train,train,0.0,0.0,0.0,Neutral,neutral,1
SGsiGz2fdpo$_$23,SGsiGz2fdpo,23,train,train,2.6666667461395264,2.6666667461395264,0.0,Positive,positive,2
SGsiGz2fdpo$_$29,SGsiGz2fdpo,29,train,train,1.0,1.0,0.0,Positive,positive,2
SGsiGz2fdpo$_$33,SGsiGz2fdpo,33,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
SGsiGz2fdpo$_$4,SGsiGz2fdpo,4,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SGsiGz2fdpo$_$5,SGsiGz2fdpo,5,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SGsiGz2fdpo$_$6,SGsiGz2fdpo,6,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SGsiGz2fdpo$_$8,SGsiGz2fdpo,8,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SGsiGz2fdpo$_$9,SGsiGz2fdpo,9,train,train,0.0,0.0,0.0,Neutral,neutral,1
SH0wXyhsx9s$_$0,SH0wXyhsx9s,0,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SHa756SwGJQ$_$0,SHa756SwGJQ,0,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SHa756SwGJQ$_$2,SHa756SwGJQ,2,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
SHa756SwGJQ$_$4,SHa756SwGJQ,4,valid,valid,-1.0,-1.0,0.0,Negative,negative,0
SHa756SwGJQ$_$6,SHa756SwGJQ,6,valid,valid,0.0,0.0,0.0,Neutral,neutral,1
SHa756SwGJQ$_$7,SHa756SwGJQ,7,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SI39azgVUR8$_$2,SI39azgVUR8,2,train,train,-1.6666666269302368,-1.6666666269302368,0.0,Negative,negative,0
SKTyBOhDX6U$_$11,SKTyBOhDX6U,11,test,test,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
SKTyBOhDX6U$_$12,SKTyBOhDX6U,12,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SKTyBOhDX6U$_$9,SKTyBOhDX6U,9,test,test,1.0,1.0,0.0,Positive,positive,2
SLi2gT5H6m8$_$3,SLi2gT5H6m8,3,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SLi2gT5H6m8$_$5,SLi2gT5H6m8,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SMr2DprlLu4$_$1,SMr2DprlLu4,1,train,train,2.0,2.0,0.0,Positive,positive,2
SMzV26l6iA0$_$0,SMzV26l6iA0,0,train,train,1.0,1.0,0.0,Positive,positive,2
STeqtJLakQQ$_$2,STeqtJLakQQ,2,train,train,-1.0,-1.0,0.0,Negative,negative,0
STeqtJLakQQ$_$5,STeqtJLakQQ,5,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
SWHmteF5Rlk$_$2,SWHmteF5Rlk,2,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
SWHmteF5Rlk$_$6,SWHmteF5Rlk,6,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
SWhfaL7AdEc$_$2,SWhfaL7AdEc,2,train,train,1.0,1.0,0.0,Positive,positive,2
SWhfaL7AdEc$_$4,SWhfaL7AdEc,4,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SYQ_zv8dWng$_$0,SYQ_zv8dWng,0,test,test,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SYQ_zv8dWng$_$5,SYQ_zv8dWng,5,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SYQ_zv8dWng$_$6,SYQ_zv8dWng,6,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SYQ_zv8dWng$_$9,SYQ_zv8dWng,9,test,test,0.0,0.0,0.0,Neutral,neutral,1
SYnygYs-fAg$_$0,SYnygYs-fAg,0,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SYnygYs-fAg$_$14,SYnygYs-fAg,14,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
SYnygYs-fAg$_$6,SYnygYs-fAg,6,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
SYnygYs-fAg$_$8,SYnygYs-fAg,8,train,train,2.0,2.0,0.0,Positive,positive,2
SZ7HK5ns6mE$_$11,SZ7HK5ns6mE,11,test,test,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
S_mxvk4LEh0$_$12,S_mxvk4LEh0,12,train,train,2.0,2.0,0.0,Positive,positive,2
S_mxvk4LEh0$_$5,S_mxvk4LEh0,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
Sb2xMPwNKPo$_$18,Sb2xMPwNKPo,18,train,train,0.0,0.0,0.0,Neutral,neutral,1
Sb2xMPwNKPo$_$5,Sb2xMPwNKPo,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
ShgrdU9WAJE$_$12,ShgrdU9WAJE,12,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
ShgrdU9WAJE$_$2,ShgrdU9WAJE,2,train,train,1.0,1.0,0.0,Positive,positive,2
ShgrdU9WAJE$_$5,ShgrdU9WAJE,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
Sir2QeCh4B0$_$5,Sir2QeCh4B0,5,train,train,0.0,0.0,0.0,Neutral,neutral,1
So3bPzg2bq0$_$10,So3bPzg2bq0,10,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
So3bPzg2bq0$_$2,So3bPzg2bq0,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
Sq6DIhFxPqQ$_$4,Sq6DIhFxPqQ,4,test,test,0.0,0.0,0.0,Neutral,neutral,1
SrMN3rwvCsE$_$1,SrMN3rwvCsE,1,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
StgqrTr0JqU$_$0,StgqrTr0JqU,0,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
StgqrTr0JqU$_$10,StgqrTr0JqU,10,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
SwT0gh0V8fI$_$10,SwT0gh0V8fI,10,test,test,0.0,0.0,0.0,Neutral,neutral,1
SwT0gh0V8fI$_$19,SwT0gh0V8fI,19,test,test,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
SwT0gh0V8fI$_$5,SwT0gh0V8fI,5,test,test,0.0,0.0,0.0,Neutral,neutral,1
SxbTZjZD0vU$_$5,SxbTZjZD0vU,5,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
SzJf6viBWBg$_$2,SzJf6viBWBg,2,train,train,0.0,0.0,0.0,Neutral,neutral,1
SzJf6viBWBg$_$4,SzJf6viBWBg,4,train,train,0.0,0.0,0.0,Neutral,neutral,1
T-8TvJcS78w$_$3,T-8TvJcS78w,3,train,train,1.6666666269302368,1.6666666269302368,0.0,Positive,positive,2
T-8TvJcS78w$_$7,T-8TvJcS78w,7,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
T1icdxz0TNs$_$0,T1icdxz0TNs,0,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
T4e4Ba1sRg0$_$0,T4e4Ba1sRg0,0,train,train,-2.0,-2.0,0.0,Negative,negative,0
T4e4Ba1sRg0$_$3,T4e4Ba1sRg0,3,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
T4e4Ba1sRg0$_$9,T4e4Ba1sRg0,9,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
TBCjKGYBNIo$_$19,TBCjKGYBNIo,19,train,train,-0.6666666865348816,-0.6666666865348816,0.0,Negative,negative,0
TBCjKGYBNIo$_$20,TBCjKGYBNIo,20,train,train,-1.0,-1.0,0.0,Negative,negative,0
TBCjKGYBNIo$_$24,TBCjKGYBNIo,24,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
TBCjKGYBNIo$_$3,TBCjKGYBNIo,3,train,train,-1.0,-1.0,0.0,Negative,negative,0
TBwetweXRb4$_$5,TBwetweXRb4,5,train,train,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
TFKgo5JlPro$_$0,TFKgo5JlPro,0,train,train,0.0,0.0,0.0,Neutral,neutral,1
TFKgo5JlPro$_$1,TFKgo5JlPro,1,train,train,-0.3333333432674408,-0.3333333432674408,0.0,Negative,negative,0
TH32jop4FiI$_$15,TH32jop4FiI,15,valid,valid,0.3333333432674408,0.3333333432674408,0.0,Positive,positive,2
TH32jop4FiI$_$17,TH32jop4FiI,17,valid,valid,1.0,1.0,0.0,Positive,positive,2
TM7cHOHfF70$_$30,TM7cHOHfF70,30,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
TM7cHOHfF70$_$5,TM7cHOHfF70,5,train,train,-1.0,-1.0,0.0,Negative,negative,0
TNwwVWA-oAE$_$16,TNwwVWA-oAE,16,train,train,1.0,1.0,0.0,Positive,positive,2
TNwwVWA-oAE$_$22,TNwwVWA-oAE,22,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
TO5HjoK8Iu8$_$10,TO5HjoK8Iu8,10,train,train,1.3333333730697632,1.3333333730697632,0.0,Positive,positive,2
TO5HjoK8Iu8$_$12,TO5HjoK8Iu8,12,train,train,0.6666666865348816,0.6666666865348816,0.0,Positive,positive,2
TSDC7CCyeGY$_$5,TSDC7CCyeGY,5,train,train,-1.0,-1.0,0.0,Negative,negative,0
TUY83eDK5jc$_$17,TUY83eDK5jc,17,train,train,1.0,1.0,0.0,Positive,positive,2
TVhXqAI9gyA$_$1,TVhXqAI9gyA,1,train,train,0.0,0.0,0.0,Neutral,neutral,1
